,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
30,0.0,0.0,0.0,25.64,76.34,0.0,3.06,13.52,0.93,61.33,24.11,58.4,43.12,99.81,0.0,62.75,98.38,92.19,80.65,45.73,83.22,28.9,61.09,99.22,80.86,81.63,89.95,98.49,74.3,99.98,32.21,100.0,96.38,49.48,71.81,89.76,91.11,100.0,69.2,36.46,84.49,62.04,52.56,78.93,91.19,40.06,84.67,80.39,77.01,80.69,77.58,6.23,61.67,87.0,44.47,7.43,19.64,67.85,50.69,7.5,27.8,50.7,27.88,31.43,4.87,71.11,87.59,2.9,72.45,11.99,91.27,28.53,2.58,83.25,88.82,63.61,45.85,79.1,59.82,64.46,2.44,48.86,24.8,78.6,60.29,88.41,48.34,59.83,52.08,20.72,83.62,92.03,25.45,18.93,53.52,2.82,62.07,84.62,83.85,50.75
31,64.48,0.0,16.44,37.3,22.88,6.57,11.5,0.0,23.51,0.0,29.57,25.62,12.07,69.03,12.14,54.26,28.02,20.6,99.98,13.33,50.74,96.38,80.86,80.65,91.19,77.01,36.73,80.69,71.81,44.47,71.43,0.0,1.89,70.8,30.17,56.57,0.0,84.49,8.82,78.44,88.41,84.67,48.34,6.23,99.22,31.51,81.63,100.0,50.75,98.38,84.81,77.58,83.25,98.49,60.29,80.39,89.76,87.0,99.81,92.19,87.59,43.84,100.0,78.93,40.26,89.17,79.1,91.11,62.04,64.46,82.28,66.27,2.64,0.0,74.3,65.37,63.61,61.0,84.48,78.19,89.71,51.83,58.4,52.08,68.17,91.27,11.83,83.22,44.25,83.62,84.64,58.48,2.77,22.3,11.49,79.33,2.52,83.85,5.38,50.7
32,0.0,0.0,0.0,0.0,0.0,55.96,11.5,0.0,78.93,99.98,57.85,99.22,80.86,80.65,71.81,95.48,99.81,74.3,62.33,91.19,89.95,98.49,98.38,92.19,44.47,7.43,31.66,87.0,100.0,3.04,80.39,8.82,81.63,50.74,84.03,88.41,79.1,61.09,43.84,63.2,84.67,83.22,91.06,100.0,100.0,40.06,0.0,84.49,91.11,2.64,78.19,89.76,87.59,96.38,80.69,77.58,84.64,70.8,50.75,53.52,45.85,45.28,77.01,83.25,50.7,62.07,58.4,71.43,6.23,83.85,91.27,89.71,0.0,78.6,31.58,12.23,63.61,3.07,45.62,11.83,35.61,48.34,90.39,82.13,52.08,89.14,22.07,11.68,39.57,20.51,89.17,65.32,83.62,81.48,5.16,65.37,87.62,67.21,44.25,78.6
33,0.0,48.34,4.61,0.0,0.0,23.71,75.4,84.67,59.05,5.65,33.95,25.35,78.6,77.01,61.67,43.22,25.77,8.82,78.44,99.98,63.2,99.22,80.86,71.81,91.19,81.63,88.82,98.38,99.81,62.33,98.49,52.08,92.19,80.65,44.47,11.91,51.83,87.59,87.0,14.06,6.1,61.09,100.0,49.48,53.61,83.22,40.04,100.0,96.38,80.69,84.62,73.93,91.11,31.66,53.52,31.85,84.48,79.76,76.63,83.25,48.86,80.39,84.49,25.45,84.03,71.43,6.23,59.82,43.84,23.8,21.5,46.57,89.76,22.88,21.09,0.0,11.83,83.85,3.38,69.2,82.28,82.33,52.56,50.75,14.19,0.0,71.11,73.33,65.32,13.02,28.53,2.58,34.45,68.31,64.46,0.66,70.8,50.69,68.17,22.22
34,0.0,0.0,0.0,82.28,85.21,61.67,20.5,22.07,9.96,4.87,38.79,32.68,48.34,71.43,98.38,96.64,99.81,99.22,80.86,60.29,62.75,95.48,52.08,92.19,80.65,5.95,80.39,89.95,100.0,45.73,45.01,79.1,62.15,87.0,99.98,78.19,12.34,50.74,96.38,71.81,83.25,83.22,81.63,81.63,2.64,91.27,62.07,83.62,92.03,98.49,38.78,45.85,89.71,84.64,78.6,6.18,9.88,43.84,100.0,78.93,89.76,91.11,87.59,50.75,69.2,84.62,84.67,83.85,46.33,80.69,86.46,77.01,67.21,91.06,63.88,53.46,72.89,84.48,76.63,43.12,89.17,84.49,78.6,6.23,91.19,52.77,55.4,14.68,19.28,20.72,88.41,66.03,73.33,58.4,89.14,35.61,22.08,81.48,52.56,30.17
35,0.0,44.16,21.34,11.0,0.0,43.05,6.26,13.85,25.77,10.77,29.85,38.44,26.52,49.57,26.39,36.18,18.89,29.39,43.9,17.56,58.48,71.43,69.03,80.86,23.8,78.6,77.01,76.66,19.99,99.98,0.0,19.64,50.74,99.22,71.81,43.22,98.38,99.81,62.33,91.19,84.67,83.22,100.0,80.65,60.29,48.86,84.49,98.49,96.38,92.19,48.34,83.25,100.0,69.2,80.69,76.24,70.8,91.11,84.03,87.0,76.59,80.39,6.23,89.76,43.84,32.21,0.0,53.52,22.88,52.47,24.8,48.91,61.67,43.12,0.0,88.89,84.48,0.89,87.59,65.32,68.71,89.17,8.52,84.62,0.97,45.85,77.58,88.41,66.03,79.76,61.0,18.38,33.95,62.04,85.21,78.44,14.53,89.14,78.6,20.72
36,0.0,0.0,2.48,16.77,0.0,1.68,12.98,0.0,14.72,36.46,8.82,21.15,45.37,99.98,39.2,57.85,99.22,80.86,80.65,71.81,43.84,96.38,99.81,62.33,91.19,89.95,50.74,98.49,98.38,44.47,89.76,83.22,87.59,52.23,92.19,80.39,87.0,100.0,80.69,78.93,79.1,84.49,100.0,57.68,74.3,66.27,84.62,19.64,70.8,91.11,63.61,89.17,48.86,40.06,81.66,72.89,54.41,88.41,7.02,44.25,62.07,82.21,77.01,83.25,81.63,0.81,66.03,71.11,34.53,52.08,84.48,0.0,24.11,22.3,2.79,79.33,32.68,83.62,53.52,53.02,71.43,62.32,83.85,64.12,31.53,89.71,0.0,51.83,58.4,31.58,61.71,91.27,6.18,78.19,78.6,39.32,76.63,37.37,50.75,30.17
37,3.8,19.55,2.04,17.98,20.21,0.0,45.87,0.0,9.14,61.09,89.95,28.9,84.03,52.23,45.73,65.32,92.03,92.03,11.26,12.23,83.85,100.0,92.19,92.19,92.19,9.96,48.34,99.81,99.22,71.81,81.63,81.63,100.0,98.38,99.98,96.64,77.52,98.49,96.38,80.86,89.76,91.11,83.22,67.85,76.66,0.0,87.59,3.38,52.08,80.65,58.4,78.6,31.58,53.52,13.12,84.67,12.34,77.01,76.24,0.0,77.58,84.48,73.33,6.23,61.67,0.0,25.35,48.86,80.39,43.84,84.49,71.43,88.82,69.2,68.17,82.28,87.0,74.3,53.11,52.47,45.28,83.25,83.62,55.96,50.75,61.0,88.41,78.19,5.4,78.93,91.27,66.27,4.86,64.12,25.45,63.61,89.71,12.19,9.79,79.1
38,26.29,15.73,36.29,0.0,91.19,28.4,12.23,28.9,20.67,62.33,43.9,22.08,11.83,99.98,10.77,77.01,63.2,96.38,99.22,36.46,0.0,84.49,71.43,88.82,80.86,84.67,70.8,81.63,100.0,99.81,0.0,76.24,98.49,80.65,44.47,62.07,18.61,48.34,100.0,98.38,43.22,89.76,53.52,52.08,92.19,5.95,6.23,91.11,2.78,30.17,96.64,32.43,8.2,52.47,60.29,76.59,61.67,83.22,87.59,84.03,37.38,45.01,0.0,83.25,13.12,0.0,7.65,61.09,23.23,14.06,88.41,48.86,32.21,85.21,68.17,87.62,89.14,43.12,20.72,6.48,45.85,77.58,40.47,78.6,36.97,84.64,83.62,81.48,50.75,74.3,59.68,89.71,79.1,58.4,9.36,53.46,88.89,91.27,78.19,22.07
39,29.31,55.4,0.0,26.28,89.76,82.13,95.48,77.52,46.42,84.03,72.24,7.25,59.82,43.84,27.41,0.0,96.64,89.95,92.03,92.03,45.85,83.85,30.41,22.07,50.74,91.06,89.14,2.15,12.23,98.38,52.08,7.5,14.06,39.57,99.22,71.43,83.22,43.22,5.16,2.9,62.07,84.49,61.67,81.63,99.81,72.21,48.34,6.23,87.59,100.0,78.6,15.64,91.11,21.88,60.29,84.67,0.51,98.49,68.17,13.12,28.53,33.95,83.62,31.66,92.19,87.62,78.6,9.88,22.65,53.11,2.72,90.39,69.2,85.21,80.86,18.38,8.52,1.39,61.09,64.46,3.6,84.48,78.19,63.88,50.75,88.41,31.85,58.4,11.83,70.8,26.97,66.03,79.1,13.52,78.93,27.79,28.36,84.62,12.25,0.0
40,0.0,3.1,47.33,22.08,49.48,15.73,22.3,52.08,53.11,80.65,51.32,99.81,80.86,71.81,44.47,61.09,98.38,61.33,99.22,92.19,0.89,80.39,96.64,89.95,95.48,86.14,45.01,78.6,48.91,100.0,30.21,48.86,84.49,83.25,87.0,0.51,78.19,77.01,81.63,0.0,0.0,15.64,83.22,99.98,62.33,0.0,71.43,88.82,96.38,36.46,12.44,67.85,14.72,98.49,50.75,70.8,89.76,87.59,87.59,100.0,45.85,84.67,91.11,83.85,80.69,43.84,44.22,52.56,50.69,43.12,88.41,60.68,66.27,53.52,53.02,90.39,50.74,5.16,38.63,91.19,84.81,72.21,82.33,67.21,78.6,77.58,45.62,48.34,83.62,12.14,79.33,84.48,64.12,50.7,78.93,46.46,62.07,58.4,5.02,91.06
41,0.0,1.27,1.68,0.0,45.21,14.53,21.65,15.92,78.93,53.61,83.62,68.17,53.11,31.43,23.8,76.02,62.04,28.06,82.13,89.95,81.48,92.03,77.52,99.81,20.51,98.49,98.38,99.22,26.69,44.47,36.97,87.0,100.0,100.0,92.19,80.39,81.63,91.39,84.03,96.38,84.49,63.2,53.52,80.86,99.98,45.01,77.01,88.82,50.74,5.65,62.07,89.76,89.76,91.11,87.59,78.19,7.12,67.21,91.06,80.65,84.67,18.61,19.64,83.25,2.79,86.14,79.1,48.34,6.23,89.14,91.27,60.68,48.86,58.4,43.84,63.61,45.85,0.0,5.16,69.2,27.79,71.43,83.22,83.85,85.21,44.22,50.75,74.3,39.57,49.48,8.52,84.48,78.6,65.32,14.06,79.33,88.41,31.85,61.67,71.81
42,27.79,1.39,0.0,71.97,22.65,89.14,11.26,2.45,2.9,6.77,3.14,88.89,72.24,62.04,85.21,66.84,14.24,8.52,37.38,96.64,45.85,77.58,30.41,95.48,98.38,18.38,4.3,12.01,3.33,99.22,84.49,18.38,87.62,14.06,99.81,80.39,89.95,98.49,92.19,91.19,8.61,70.8,99.98,60.29,44.47,71.43,50.74,96.38,78.93,62.33,77.01,83.22,81.63,30.17,71.81,84.67,87.59,87.59,92.03,80.69,76.59,79.1,76.24,100.0,68.17,38.48,78.6,59.05,91.11,100.0,58.4,75.12,84.03,87.0,52.08,0.0,15.64,83.62,61.09,63.2,38.79,83.25,83.85,91.06,80.86,7.02,45.62,89.76,14.81,53.52,68.71,78.19,82.13,50.7,39.57,82.09,51.83,1.89,22.07,0.0
43,0.0,0.0,7.74,0.0,45.37,28.17,36.29,20.95,18.19,17.56,29.51,0.89,83.62,99.81,26.48,62.75,92.03,98.38,80.65,45.73,96.64,89.95,74.3,99.22,53.11,79.1,81.63,21.65,92.19,99.98,19.64,50.74,96.38,80.86,71.81,83.22,87.0,100.0,52.08,91.19,91.27,80.39,43.84,44.22,60.29,63.61,62.07,87.59,98.49,100.0,89.76,91.11,91.11,30.15,69.2,45.85,84.64,84.49,67.21,78.6,40.06,84.67,48.34,70.8,50.7,2.44,78.6,6.23,83.85,19.28,48.86,58.4,71.43,77.01,53.02,88.41,83.25,20.2,14.81,39.57,77.58,72.21,7.12,25.45,50.75,0.0,61.67,90.39,78.93,2.79,84.62,91.06,64.46,13.79,62.33,89.17,89.71,33.95,66.03,84.03
44,45.01,7.54,13.89,23.5,30.41,5.85,0.66,38.79,80.39,36.29,52.77,84.67,48.34,48.91,62.15,77.58,48.86,4.3,84.49,78.6,88.41,72.21,71.43,70.8,99.81,89.95,98.38,99.22,80.65,44.47,83.22,81.63,98.49,92.19,99.98,100.0,96.38,80.86,71.81,62.33,11.83,91.11,84.03,36.73,100.0,62.07,88.82,87.0,0.0,36.46,12.44,89.76,87.59,2.77,80.69,45.62,61.09,31.66,23.23,31.58,84.62,83.25,82.33,1.36,69.2,33.95,66.03,77.01,92.03,91.19,72.9,89.17,81.66,91.06,26.69,61.71,7.02,86.14,43.84,34.6,79.33,46.57,84.48,76.63,4.16,66.84,25.35,0.81,82.21,0.0,88.89,1.68,22.08,18.38,21.09,68.71,8.52,6.22,76.59,14.06
45,0.0,26.12,0.0,0.0,26.39,43.05,17.63,31.14,8.9,13.02,0.0,8.69,26.52,38.45,4.02,38.68,66.9,18.22,0.0,9.88,43.18,61.94,50.55,33.65,36.18,0.05,48.88,0.0,96.64,11.77,30.41,67.21,89.95,95.48,28.9,83.22,83.22,81.63,92.03,99.22,38.48,83.85,78.6,99.81,92.19,87.32,87.59,87.59,18.38,78.93,45.85,84.64,79.1,0.51,2.33,45.28,78.19,98.49,52.08,68.17,89.76,90.39,90.39,100.0,100.0,83.25,83.25,83.25,91.11,91.11,91.27,91.06,83.62,61.09,98.38,2.72,89.71,11.19,60.68,84.67,3.4,77.58,48.86,84.48,76.24,41.69,43.22,82.28,6.23,61.67,89.17,40.06,4.86,64.46,13.12,63.61,62.07,88.41,84.49,84.03
46,6.38,2.53,28.02,14.24,17.0,29.57,22.92,8.69,23.51,49.09,28.17,20.95,58.13,34.4,16.44,42.63,27.88,64.48,3.69,39.2,0.0,6.2,56.45,31.53,77.52,76.85,50.74,75.46,33.69,80.65,70.51,43.22,69.2,80.86,71.81,9.46,67.57,76.66,76.66,50.75,27.8,71.57,96.64,82.13,16.07,83.22,89.14,89.95,92.03,98.38,72.24,81.48,99.81,99.22,5.65,81.63,95.48,98.49,100.0,92.19,87.59,28.9,61.09,43.84,84.03,91.06,91.06,100.0,100.0,100.0,0.89,89.76,54.07,5.16,63.88,83.25,91.11,21.65,5.9,52.08,51.83,84.67,83.85,90.39,13.12,55.4,18.38,62.07,84.49,48.34,31.85,27.79,76.24,18.93,85.21,1.27,25.35,6.23,59.05,61.67
47,0.0,0.0,0.24,0.51,9.55,28.06,0.0,3.02,1.36,0.0,62.07,83.62,2.15,0.0,2.29,26.56,62.04,50.7,31.53,78.93,0.0,55.96,76.02,82.13,89.95,90.39,96.64,33.69,85.21,99.81,72.24,87.0,98.38,99.22,92.19,81.48,95.48,100.0,5.65,20.72,83.25,81.63,43.84,84.03,71.81,83.22,91.06,100.0,100.0,19.28,91.11,87.59,11.68,98.49,80.86,89.14,89.14,89.14,89.14,89.14,79.1,5.16,36.73,69.2,99.98,45.85,58.4,15.64,50.74,80.65,84.67,75.12,92.03,96.38,62.33,84.48,51.83,80.39,77.01,67.21,40.06,32.21,84.49,8.82,40.26,77.58,84.62,76.24,87.62,74.3,65.37,83.83,75.39,81.66,76.63,7.02,0.0,71.11,73.33,30.17
48,37.38,1.06,21.51,19.32,80.65,53.81,75.46,45.37,20.51,99.98,77.01,50.74,63.2,80.86,91.19,0.0,68.31,99.22,71.81,19.13,31.51,84.49,71.43,98.38,62.33,7.43,6.23,61.67,100.0,99.81,81.63,87.0,98.49,54.83,44.47,60.68,84.67,48.34,87.59,92.19,75.28,83.85,61.09,60.29,11.49,77.58,32.5,9.96,100.0,80.69,24.11,79.1,62.15,91.11,96.38,45.28,78.19,12.34,11.83,74.3,91.27,29.23,62.04,24.55,68.17,63.61,89.71,84.64,25.67,78.93,87.83,45.85,65.69,0.99,83.62,61.0,88.41,76.63,23.81,10.59,54.52,23.57,44.28,78.6,0.0,79.33,3.68,48.86,84.48,30.03,53.43,72.89,78.6,83.25,83.22,53.46,9.46,89.76,72.24,52.47
49,5.62,6.26,20.73,0.0,0.0,31.18,9.96,0.0,39.57,99.22,30.41,38.8,50.74,92.19,62.33,95.48,98.38,99.81,74.3,19.13,79.1,96.64,89.95,64.46,13.12,38.79,0.0,24.11,80.39,78.19,45.85,40.06,84.49,15.64,83.22,84.67,81.63,81.63,81.63,81.63,6.23,87.59,87.59,92.03,98.49,58.4,89.76,87.0,100.0,78.93,91.11,91.11,62.04,31.58,100.0,38.48,66.27,83.25,83.25,90.39,91.06,33.69,84.03,68.17,80.65,51.83,78.6,53.52,80.86,53.11,43.22,48.86,71.43,77.01,9.96,76.02,26.56,7.12,21.88,99.98,18.16,16.77,25.45,61.09,71.81,63.61,69.03,29.45,96.38,52.08,0.89,50.7,2.79,36.46,0.0,88.41,54.26,84.62,1.89,63.2
