"base_file_name","base_SMILES","base_stoichiometry","base_number_of_atoms","base_charge","base_multiplicity","base_convergence_criteria","base_dipole","base_molar_mass","base_molar_volume","base_electronic_spatial_extent","base_homo_energy","base_lumo_energy","base_electronegativity","base_hardness","base_electrophilicity","base_E_scf","base_zero_point_correction","base_E_thermal_correction","base_H_thermal_correction","base_G_thermal_correction","base_E_zpe","base_E","base_H","base_G","base_ES_root_dipole","base_ES_root_molar_volume","base_ES_root_electronic_spatial_extent","base_ES1_transition","base_ES1_osc_strength","base_ES1_<S**2>","base_ES2_transition","base_ES2_osc_strength","base_ES2_<S**2>","base_ES3_transition","base_ES3_osc_strength","base_ES3_<S**2>","base_ES4_transition","base_ES4_osc_strength","base_ES4_<S**2>","base_ES5_transition","base_ES5_osc_strength","base_ES5_<S**2>","base_ES6_transition","base_ES6_osc_strength","base_ES6_<S**2>","base_ES7_transition","base_ES7_osc_strength","base_ES7_<S**2>","base_ES8_transition","base_ES8_osc_strength","base_ES8_<S**2>","base_ES9_transition","base_ES9_osc_strength","base_ES9_<S**2>","base_ES10_transition","base_ES10_osc_strength","base_ES10_<S**2>","base_atom1_atom","base_atom1_Mulliken_charge","base_atom1_APT_charge","base_atom1_NPA_charge","base_atom1_NPA_core","base_atom1_NPA_valence","base_atom1_NPA_Rydberg","base_atom1_NPA_total","base_atom1_NMR_shift","base_atom1_NMR_anisotropy","base_atom1_ES_root_Mulliken_charge","base_atom1_ES_root_NPA_charge","base_atom1_ES_root_NPA_core","base_atom1_ES_root_NPA_valence","base_atom1_ES_root_NPA_Rydberg","base_atom1_ES_root_NPA_total","base_c_min_atom_number","base_c_min_atom","base_c_min_atom=N","base_c_min_Mulliken_charge","base_c_min_APT_charge","base_c_min_NPA_charge","base_c_min_NPA_core","base_c_min_NPA_valence","base_c_min_NPA_Rydberg","base_c_min_NPA_total","base_c_min_NMR_shift","base_c_min_NMR_anisotropy","base_c_min_ES_root_Mulliken_charge","base_c_min_ES_root_NPA_charge","base_c_min_ES_root_NPA_core","base_c_min_ES_root_NPA_valence","base_c_min_ES_root_NPA_Rydberg","base_c_min_ES_root_NPA_total","base_c_min+1_atom_number","base_c_min+1_atom","base_c_min+1_atom=C","base_c_min+1_atom=N","base_c_min+1_Mulliken_charge","base_c_min+1_APT_charge","base_c_min+1_NPA_charge","base_c_min+1_NPA_core","base_c_min+1_NPA_valence","base_c_min+1_NPA_Rydberg","base_c_min+1_NPA_total","base_c_min+1_NMR_shift","base_c_min+1_NMR_anisotropy","base_c_min+1_ES_root_Mulliken_charge","base_c_min+1_ES_root_NPA_charge","base_c_min+1_ES_root_NPA_core","base_c_min+1_ES_root_NPA_valence","base_c_min+1_ES_root_NPA_Rydberg","base_c_min+1_ES_root_NPA_total","base_c_max_atom_number","base_c_max_atom","base_c_max_atom=H","base_c_max_atom=C","base_c_max_atom=P","base_c_max_Mulliken_charge","base_c_max_APT_charge","base_c_max_NPA_charge","base_c_max_NPA_core","base_c_max_NPA_valence","base_c_max_NPA_Rydberg","base_c_max_NPA_total","base_c_max_NMR_shift","base_c_max_NMR_anisotropy","base_c_max_ES_root_Mulliken_charge","base_c_max_ES_root_NPA_charge","base_c_max_ES_root_NPA_core","base_c_max_ES_root_NPA_valence","base_c_max_ES_root_NPA_Rydberg","base_c_max_ES_root_NPA_total","base_c_max-1_atom_number","base_c_max-1_atom","base_c_max-1_atom=H","base_c_max-1_atom=C","base_c_max-1_Mulliken_charge","base_c_max-1_APT_charge","base_c_max-1_NPA_charge","base_c_max-1_NPA_core","base_c_max-1_NPA_valence","base_c_max-1_NPA_Rydberg","base_c_max-1_NPA_total","base_c_max-1_NMR_shift","base_c_max-1_NMR_anisotropy","base_c_max-1_ES_root_Mulliken_charge","base_c_max-1_ES_root_NPA_charge","base_c_max-1_ES_root_NPA_core","base_c_max-1_ES_root_NPA_valence","base_c_max-1_ES_root_NPA_Rydberg","base_c_max-1_ES_root_NPA_total","base_atom1_%VBur","base_c_min_%VBur","base_c_min+1_%VBur","base_c_max_%VBur","base_c_max-1_%VBur"
"base_3_conf2123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1548,171.285,1588.651,2398.9942,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452361,0.300882,0.316644,0.317588,0.259212,-519.528571,-519.512808,-519.511864,-519.57024,1.1981,1849.799,2399.8975,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475006","-0.850993","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7242","285.3719","-0.425525","-0.33340","1.99898","5.31527","0.01914","7.33340","3","N",1,"-0.475006","-0.850993","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7242","285.3719","-0.425525","-0.33340","1.99898","5.31527","0.01914","7.33340","1","N",0,1,"-0.417503","-0.766841","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2927","59.8246","-0.398672","-0.45652","1.99935","5.44458","0.01258","7.45652","2","C",0,1,0,"0.569691","1.175505","0.62995","1.99917","3.33996","0.03092","5.37005","44.7803","69.4526","0.525256","0.37822","1.99913","3.58838","0.03428","5.62178","4","C",0,1,"0.203972","0.473430","0.12438","1.99911","3.85850","0.01800","5.87562","135.3673","31.4256","0.189151","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7624921409538636,0.7791084099278464
"base_3_conf22123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1548,171.285,1523.362,2398.9936,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452361,0.300882,0.316644,0.317588,0.259212,-519.52857,-519.512808,-519.511864,-519.57024,1.1981,1675.698,2399.897,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475005","-0.850992","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7242","285.3721","-0.425524","-0.33340","1.99898","5.31527","0.01914","7.33340","3","N",1,"-0.475005","-0.850992","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7242","285.3721","-0.425524","-0.33340","1.99898","5.31527","0.01914","7.33340","1","N",0,1,"-0.417502","-0.766841","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2923","59.8245","-0.398672","-0.45652","1.99935","5.44459","0.01258","7.45652","2","C",0,1,0,"0.569691","1.175503","0.62995","1.99917","3.33996","0.03092","5.37005","44.7803","69.4527","0.525257","0.37822","1.99913","3.58837","0.03428","5.62178","4","C",0,1,"0.203971","0.473429","0.12438","1.99911","3.85850","0.01800","5.87562","135.3673","31.4255","0.189150","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7624921409538636,0.7791383491512229
"base_3_conf23123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1547,171.285,1893.32,2398.9907,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452361,0.300882,0.316644,0.317588,0.259213,-519.52857,-519.512808,-519.511864,-519.57024,1.1981,1828.033,2399.894,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.16","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0147","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475001","-0.850977","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7201","285.3783","-0.425520","-0.33340","1.99898","5.31527","0.01914","7.33340","3","N",1,"-0.475001","-0.850977","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7201","285.3783","-0.425520","-0.33340","1.99898","5.31527","0.01914","7.33340","1","N",0,1,"-0.417500","-0.766837","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2913","59.8245","-0.398671","-0.45652","1.99935","5.44458","0.01258","7.45652","2","C",0,1,0,"0.569686","1.175484","0.62995","1.99917","3.33996","0.03092","5.37005","44.7799","69.4536","0.525251","0.37822","1.99913","3.58837","0.03428","5.62178","4","C",0,1,"0.203970","0.473424","0.12438","1.99911","3.85850","0.01800","5.87562","135.3673","31.4254","0.189148","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7624921409538636,0.7791383491512229
"base_3_conf24123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1547,171.285,1653.936,2399.0024,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452361,0.300882,0.316644,0.317588,0.259213,-519.52857,-519.512808,-519.511864,-519.570239,1.1979,2023.896,2399.906,"227.42","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2788","0.000","190.79","0.0069","0.000","179.16","0.0290","0.000","175.67","0.0037","0.000","167.19","0.0078","0.000","161.18","0.0147","0.000","158.53","0.0223","0.000","156.14","0.0095","0.000","N1","-0.475000","-0.850982","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7260","285.3708","-0.425516","-0.33338","1.99898","5.31525","0.01914","7.33338","3","N",1,"-0.475000","-0.850982","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7260","285.3708","-0.425516","-0.33338","1.99898","5.31525","0.01914","7.33338","1","N",0,1,"-0.417498","-0.766827","-0.52264","1.99934","5.51181","0.01149","7.52264","210.2884","59.8225","-0.398675","-0.45653","1.99935","5.44460","0.01258","7.45653","2","C",0,1,0,"0.569688","1.175492","0.62995","1.99917","3.33996","0.03092","5.37005","44.7814","69.4501","0.525259","0.37822","1.99913","3.58837","0.03428","5.62178","4","C",0,1,"0.203965","0.473427","0.12438","1.99911","3.85851","0.01800","5.87562","135.3676","31.4244","0.189142","0.09787","1.99908","3.88404","0.01901","5.90213",0.7233615760007185,0.7233615760007185,0.7734199574863028,0.7624921409538636,0.7790485314810933
"base_3_conf25123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1548,171.285,1871.561,2398.9925,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.82945236,0.300882,0.316644,0.317588,0.259212,-519.528571,-519.512808,-519.511864,-519.57024,1.1981,1697.463,2399.8957,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475006","-0.850993","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7238","285.3726","-0.425526","-0.33340","1.99898","5.31528","0.01914","7.33340","3","N",1,"-0.475006","-0.850993","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7238","285.3726","-0.425526","-0.33340","1.99898","5.31528","0.01914","7.33340","1","N",0,1,"-0.417504","-0.766843","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2928","59.8251","-0.398672","-0.45651","1.99935","5.44458","0.01258","7.45651","2","C",0,1,0,"0.569692","1.175505","0.62995","1.99917","3.33996","0.03092","5.37005","44.7801","69.4531","0.525256","0.37822","1.99913","3.58838","0.03428","5.62178","4","C",0,1,"0.203973","0.473430","0.12438","1.99911","3.85850","0.01800","5.87562","135.3673","31.4256","0.189152","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7624921409538636,0.7791084099278464
"base_3_conf26123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1549,171.285,1610.413,2398.9879,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452359,0.300882,0.316644,0.317588,0.259212,-519.528571,-519.512808,-519.511864,-519.57024,1.1981,1784.511,2399.891,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475010","-0.850993","-0.58223","1.99926","5.56057","0.02239","7.58223","19.7228","285.3731","-0.425530","-0.33341","1.99898","5.31528","0.01914","7.33341","3","N",1,"-0.475010","-0.850993","-0.58223","1.99926","5.56057","0.02239","7.58223","19.7228","285.3731","-0.425530","-0.33341","1.99898","5.31528","0.01914","7.33341","1","N",0,1,"-0.417503","-0.766844","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2938","59.8243","-0.398671","-0.45651","1.99935","5.44458","0.01258","7.45651","2","C",0,1,0,"0.569695","1.175503","0.62995","1.99917","3.33996","0.03092","5.37005","44.7796","69.4549","0.525258","0.37821","1.99913","3.58838","0.03428","5.62179","4","C",0,1,"0.203976","0.473431","0.12438","1.99911","3.85850","0.01800","5.87562","135.3673","31.4259","0.189156","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7625220801772401,0.7791084099278464
"base_3_conf27123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1548,171.285,1501.583,2398.9865,-0.2016,0.04028,0.08066,0.12094,0.12094,-519.829452346,0.300884,0.316645,0.317589,0.259216,-519.528569,-519.512807,-519.511863,-519.570236,1.1967,1849.776,2399.8908,"227.42","0.0042","0.000","206.73","0.1132","0.000","197.28","0.2787","0.000","190.79","0.0069","0.000","179.16","0.0290","0.000","175.67","0.0037","0.000","167.19","0.0078","0.000","161.17","0.0147","0.000","158.53","0.0223","0.000","156.13","0.0094","0.000","N1","-0.474991","-0.850904","-0.58220","1.99926","5.56055","0.02240","7.58220","19.7130","285.3877","-0.425492","-0.33329","1.99898","5.31516","0.01915","7.33329","3","N",1,"-0.474991","-0.850904","-0.58220","1.99926","5.56055","0.02240","7.58220","19.7130","285.3877","-0.425492","-0.33329","1.99898","5.31516","0.01915","7.33329","1","N",0,1,"-0.417469","-0.766750","-0.52264","1.99934","5.51180","0.01149","7.52264","210.2892","59.8074","-0.398691","-0.45661","1.99935","5.44468","0.01258","7.45661","2","C",0,1,0,"0.569675","1.175367","0.62994","1.99917","3.33997","0.03092","5.37006","44.7811","69.4587","0.525267","0.37823","1.99913","3.58836","0.03428","5.62177","4","C",0,1,"0.203941","0.473392","0.12438","1.99911","3.85850","0.01800","5.87562","135.3672","31.4291","0.189119","0.09787","1.99908","3.88405","0.01901","5.90213",0.7233915152240951,0.7233915152240951,0.7733301398161732,0.762402323283734,0.7790784707044699
"base_3_conf28123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1549,171.285,2023.902,2398.998,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452359,0.300882,0.316644,0.317588,0.259212,-519.528571,-519.512808,-519.511864,-519.57024,1.1981,2023.902,2399.9013,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475009","-0.851007","-0.58223","1.99926","5.56057","0.02239","7.58223","19.7262","285.3670","-0.425531","-0.33340","1.99898","5.31528","0.01914","7.33340","3","N",1,"-0.475009","-0.851007","-0.58223","1.99926","5.56057","0.02239","7.58223","19.7262","285.3670","-0.425531","-0.33340","1.99898","5.31528","0.01914","7.33340","1","N",0,1,"-0.417504","-0.766839","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2940","59.8249","-0.398673","-0.45652","1.99935","5.44459","0.01258","7.45652","2","C",0,1,0,"0.569692","1.175524","0.62995","1.99917","3.33996","0.03092","5.37005","44.7800","69.4528","0.525257","0.37822","1.99913","3.58838","0.03428","5.62178","4","C",0,1,"0.203977","0.473438","0.12438","1.99911","3.85850","0.01800","5.87562","135.3672","31.4258","0.189157","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7624921409538636,0.7791084099278464
"base_3_conf29123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1547,171.285,1784.513,2398.9937,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452361,0.300882,0.316644,0.317588,0.259212,-519.528571,-519.512808,-519.511864,-519.57024,1.1981,1653.939,2399.8971,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475003","-0.850987","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7225","285.3742","-0.425523","-0.33340","1.99898","5.31527","0.01914","7.33340","3","N",1,"-0.475003","-0.850987","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7225","285.3742","-0.425523","-0.33340","1.99898","5.31527","0.01914","7.33340","1","N",0,1,"-0.417503","-0.766834","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2917","59.8254","-0.398672","-0.45652","1.99935","5.44458","0.01258","7.45652","2","C",0,1,0,"0.569689","1.175495","0.62995","1.99917","3.33996","0.03092","5.37005","44.7801","69.4529","0.525254","0.37822","1.99913","3.58837","0.03428","5.62178","4","C",0,1,"0.203973","0.473431","0.12438","1.99911","3.85850","0.01800","5.87562","135.3671","31.4247","0.189152","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7624921409538636,0.7791383491512229
"base_3_conf30123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1549,171.285,1610.427,2399.0078,-0.20159,0.0403,0.080645,0.120945,0.120945,-519.829452359,0.300881,0.316644,0.317588,0.25921,-519.528571,-519.512809,-519.511864,-519.570242,1.1986,1828.053,2399.9109,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.80","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.19","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475013","-0.851038","-0.58224","1.99926","5.56058","0.02239","7.58224","19.7348","285.3554","-0.425540","-0.33344","1.99898","5.31531","0.01914","7.33344","3","N",1,"-0.475013","-0.851038","-0.58224","1.99926","5.56058","0.02239","7.58224","19.7348","285.3554","-0.425540","-0.33344","1.99898","5.31531","0.01914","7.33344","1","N",0,1,"-0.417516","-0.766868","-0.52266","1.99934","5.51183","0.01149","7.52266","210.2961","59.8287","-0.398666","-0.45648","1.99935","5.44455","0.01258","7.45648","2","C",0,1,0,"0.569698","1.175577","0.62995","1.99917","3.33996","0.03092","5.37005","44.7810","69.4472","0.525257","0.37821","1.99913","3.58838","0.03427","5.62179","4","C",0,1,"0.203976","0.473446","0.12438","1.99911","3.85850","0.01800","5.87562","135.3676","31.4253","0.189155","0.09788","1.99908","3.88404","0.01901","5.90212",0.723331636777342,0.723331636777342,0.7732403221460435,0.7624622017304871,0.7791084099278464
"base_3_conf3123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1548,171.285,2045.659,2398.9947,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452361,0.300882,0.316644,0.317588,0.259212,-519.52857,-519.512808,-519.511864,-519.57024,1.1981,1632.175,2399.898,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475005","-0.850990","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7238","285.3726","-0.425524","-0.33340","1.99898","5.31527","0.01914","7.33340","3","N",1,"-0.475005","-0.850990","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7238","285.3726","-0.425524","-0.33340","1.99898","5.31527","0.01914","7.33340","1","N",0,1,"-0.417502","-0.766839","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2923","59.8242","-0.398672","-0.45652","1.99935","5.44459","0.01258","7.45652","2","C",0,1,0,"0.569690","1.175501","0.62995","1.99917","3.33996","0.03092","5.37005","44.7804","69.4526","0.525256","0.37822","1.99913","3.58837","0.03428","5.62178","4","C",0,1,"0.203971","0.473429","0.12438","1.99911","3.85850","0.01800","5.87562","135.3673","31.4255","0.189150","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7624921409538636,0.7791383491512229
"base_3_conf4123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1549,171.285,1653.909,2398.953,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.829452351,0.300883,0.316645,0.317589,0.259213,-519.52857,-519.512808,-519.511863,-519.57024,1.198,1632.147,2399.8557,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0289","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0147","0.000","158.52","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475020","-0.851002","-0.58223","1.99926","5.56058","0.02239","7.58223","19.7213","285.3828","-0.425532","-0.33340","1.99898","5.31528","0.01914","7.33340","3","N",1,"-0.475020","-0.851002","-0.58223","1.99926","5.56058","0.02239","7.58223","19.7213","285.3828","-0.425532","-0.33340","1.99898","5.31528","0.01914","7.33340","1","N",0,1,"-0.417506","-0.766884","-0.52264","1.99934","5.51181","0.01149","7.52264","210.2894","59.8301","-0.398677","-0.45652","1.99935","5.44459","0.01258","7.45652","2","C",0,1,0,"0.569717","1.175498","0.62996","1.99917","3.33996","0.03092","5.37004","44.7783","69.4601","0.525279","0.37821","1.99913","3.58838","0.03428","5.62179","4","C",0,1,"0.203984","0.473422","0.12437","1.99911","3.85851","0.01800","5.87563","135.3689","31.4258","0.189159","0.09787","1.99908","3.88404","0.01901","5.90213",0.7233016975539655,0.7233016975539655,0.7731804436992903,0.7625819586239933,0.7790784707044699
"base_3_conf5123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1548,171.285,2350.328,2398.9889,-0.2016,0.04029,0.080655,0.120945,0.120945,-519.82945236,0.300882,0.316644,0.317588,0.259212,-519.52857,-519.512808,-519.511864,-519.57024,1.198,1915.082,2399.8922,"227.43","0.0042","0.000","206.72","0.1131","0.000","197.28","0.2789","0.000","190.79","0.0068","0.000","179.17","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0148","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.475008","-0.850989","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7230","285.3740","-0.425527","-0.33340","1.99898","5.31527","0.01914","7.33340","3","N",1,"-0.475008","-0.850989","-0.58222","1.99926","5.56057","0.02239","7.58222","19.7230","285.3740","-0.425527","-0.33340","1.99898","5.31527","0.01914","7.33340","1","N",0,1,"-0.417502","-0.766839","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2922","59.8245","-0.398673","-0.45652","1.99935","5.44459","0.01258","7.45652","2","C",0,1,0,"0.569694","1.175495","0.62995","1.99917","3.33996","0.03092","5.37005","44.7798","69.4545","0.525260","0.37822","1.99913","3.58837","0.03428","5.62178","4","C",0,1,"0.203974","0.473429","0.12438","1.99911","3.85850","0.01800","5.87562","135.3675","31.4256","0.189152","0.09788","1.99908","3.88404","0.01901","5.90212",0.7233016975539655,0.7233016975539655,0.7733301398161732,0.7625220801772401,0.7791084099278464
"base_3_conf7123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1546,171.285,1936.844,2398.9769,-0.2016,0.04028,0.08066,0.12094,0.12094,-519.829452359,0.300882,0.316644,0.317588,0.259213,-519.52857,-519.512808,-519.511864,-519.570239,1.198,1632.172,2399.8804,"227.43","0.0042","0.000","206.73","0.1131","0.000","197.28","0.2788","0.000","190.79","0.0068","0.000","179.16","0.0290","0.000","175.67","0.0037","0.000","167.18","0.0078","0.000","161.18","0.0147","0.000","158.53","0.0223","0.000","156.13","0.0095","0.000","N1","-0.474990","-0.850946","-0.58221","1.99926","5.56055","0.02239","7.58221","19.7153","285.3879","-0.425510","-0.33339","1.99898","5.31526","0.01914","7.33339","3","N",1,"-0.474990","-0.850946","-0.58221","1.99926","5.56055","0.02239","7.58221","19.7153","285.3879","-0.425510","-0.33339","1.99898","5.31526","0.01914","7.33339","1","N",0,1,"-0.417493","-0.766819","-0.52265","1.99934","5.51182","0.01149","7.52265","210.2916","59.8195","-0.398667","-0.45652","1.99935","5.44459","0.01258","7.45652","2","C",0,1,0,"0.569665","1.175443","0.62995","1.99917","3.33996","0.03092","5.37005","44.7776","69.4547","0.525227","0.37822","1.99913","3.58837","0.03428","5.62178","4","C",0,1,"0.203961","0.473404","0.12438","1.99911","3.85851","0.01800","5.87562","135.3671","31.4264","0.189142","0.09788","1.99908","3.88404","0.01901","5.90212",0.723331636777342,0.723331636777342,0.7733600790395496,0.7624921409538636,0.7791084099278464
"base_3_conf9123","CN(/C(N(C)C)=N\C(C)(C)C)C","C9H21N3",33,0,1,"met",2.1547,171.285,1697.447,2399.0015,-0.2016,0.0403,0.08065,0.12095,0.12095,-519.829452357,0.300882,0.316644,0.317588,0.259214,-519.52857,-519.512808,-519.511864,-519.570238,1.1972,1936.831,2399.9052,"227.42","0.0042","0.000","206.72","0.1132","0.000","197.28","0.2788","0.000","190.79","0.0069","0.000","179.16","0.0290","0.000","175.67","0.0037","0.000","167.19","0.0077","0.000","161.18","0.0147","0.000","158.53","0.0223","0.000","156.14","0.0095","0.000","N1","-0.475008","-0.850997","-0.58223","1.99926","5.56058","0.02239","7.58223","19.7338","285.3669","-0.425513","-0.33333","1.99898","5.31521","0.01914","7.33333","3","N",1,"-0.475008","-0.850997","-0.58223","1.99926","5.56058","0.02239","7.58223","19.7338","285.3669","-0.425513","-0.33333","1.99898","5.31521","0.01914","7.33333","1","N",0,1,"-0.417497","-0.766828","-0.52264","1.99934","5.51181","0.01149","7.52264","210.2848","59.8228","-0.398697","-0.45659","1.99935","5.44465","0.01258","7.45659","2","C",0,1,0,"0.569693","1.175487","0.62996","1.99917","3.33996","0.03092","5.37004","44.7802","69.4504","0.525275","0.37823","1.99913","3.58837","0.03427","5.62177","4","C",0,1,"0.203963","0.473439","0.12438","1.99911","3.85850","0.01800","5.87562","135.3674","31.4253","0.189141","0.09787","1.99908","3.88404","0.01901","5.90213",0.723331636777342,0.723331636777342,0.7733301398161732,0.7624921409538636,0.7790784707044699
