"solvent_file_name","solvent_SMILES","solvent_stoichiometry","solvent_number_of_atoms","solvent_charge","solvent_multiplicity","solvent_convergence_criteria","solvent_dipole","solvent_molar_mass","solvent_molar_volume","solvent_electronic_spatial_extent","solvent_homo_energy","solvent_lumo_energy","solvent_electronegativity","solvent_hardness","solvent_electrophilicity","solvent_E_scf","solvent_zero_point_correction","solvent_E_thermal_correction","solvent_H_thermal_correction","solvent_G_thermal_correction","solvent_E_zpe","solvent_E","solvent_H","solvent_G","solvent_ES_root_dipole","solvent_ES_root_molar_volume","solvent_ES_root_electronic_spatial_extent","solvent_ES1_transition","solvent_ES1_osc_strength","solvent_ES1_<S**2>","solvent_ES2_transition","solvent_ES2_osc_strength","solvent_ES2_<S**2>","solvent_ES3_transition","solvent_ES3_osc_strength","solvent_ES3_<S**2>","solvent_ES4_transition","solvent_ES4_osc_strength","solvent_ES4_<S**2>","solvent_ES5_transition","solvent_ES5_osc_strength","solvent_ES5_<S**2>","solvent_ES6_transition","solvent_ES6_osc_strength","solvent_ES6_<S**2>","solvent_ES7_transition","solvent_ES7_osc_strength","solvent_ES7_<S**2>","solvent_ES8_transition","solvent_ES8_osc_strength","solvent_ES8_<S**2>","solvent_ES9_transition","solvent_ES9_osc_strength","solvent_ES9_<S**2>","solvent_ES10_transition","solvent_ES10_osc_strength","solvent_ES10_<S**2>","solvent_c_min_atom_number","solvent_c_min_atom","solvent_c_min_atom=O","solvent_c_min_atom=C","solvent_c_min_atom=F","solvent_c_min_Mulliken_charge","solvent_c_min_APT_charge","solvent_c_min_NPA_charge","solvent_c_min_NPA_core","solvent_c_min_NPA_valence","solvent_c_min_NPA_Rydberg","solvent_c_min_NPA_total","solvent_c_min_NMR_shift","solvent_c_min_NMR_anisotropy","solvent_c_min_ES_root_Mulliken_charge","solvent_c_min_ES_root_NPA_charge","solvent_c_min_ES_root_NPA_core","solvent_c_min_ES_root_NPA_valence","solvent_c_min_ES_root_NPA_Rydberg","solvent_c_min_ES_root_NPA_total","solvent_c_min+1_atom_number","solvent_c_min+1_atom","solvent_c_min+1_atom=N","solvent_c_min+1_atom=C","solvent_c_min+1_atom=F","solvent_c_min+1_Mulliken_charge","solvent_c_min+1_APT_charge","solvent_c_min+1_NPA_charge","solvent_c_min+1_NPA_core","solvent_c_min+1_NPA_valence","solvent_c_min+1_NPA_Rydberg","solvent_c_min+1_NPA_total","solvent_c_min+1_NMR_shift","solvent_c_min+1_NMR_anisotropy","solvent_c_min+1_ES_root_Mulliken_charge","solvent_c_min+1_ES_root_NPA_charge","solvent_c_min+1_ES_root_NPA_core","solvent_c_min+1_ES_root_NPA_valence","solvent_c_min+1_ES_root_NPA_Rydberg","solvent_c_min+1_ES_root_NPA_total","solvent_c_max_atom_number","solvent_c_max_atom","solvent_c_max_atom=C","solvent_c_max_atom=S","solvent_c_max_atom=H","solvent_c_max_Mulliken_charge","solvent_c_max_APT_charge","solvent_c_max_NPA_charge","solvent_c_max_NPA_core","solvent_c_max_NPA_valence","solvent_c_max_NPA_Rydberg","solvent_c_max_NPA_total","solvent_c_max_NMR_shift","solvent_c_max_NMR_anisotropy","solvent_c_max_ES_root_Mulliken_charge","solvent_c_max_ES_root_NPA_charge","solvent_c_max_ES_root_NPA_core","solvent_c_max_ES_root_NPA_valence","solvent_c_max_ES_root_NPA_Rydberg","solvent_c_max_ES_root_NPA_total","solvent_c_max-1_atom_number","solvent_c_max-1_atom","solvent_c_max-1_atom=H","solvent_c_max-1_atom=C","solvent_c_max-1_Mulliken_charge","solvent_c_max-1_APT_charge","solvent_c_max-1_NPA_charge","solvent_c_max-1_NPA_core","solvent_c_max-1_NPA_valence","solvent_c_max-1_NPA_Rydberg","solvent_c_max-1_NPA_total","solvent_c_max-1_NMR_shift","solvent_c_max-1_NMR_anisotropy","solvent_c_max-1_ES_root_Mulliken_charge","solvent_c_max-1_ES_root_NPA_charge","solvent_c_max-1_ES_root_NPA_core","solvent_c_max-1_ES_root_NPA_valence","solvent_c_max-1_ES_root_NPA_Rydberg","solvent_c_max-1_ES_root_NPA_total","solvent_c_min_%VBur","solvent_c_min+1_%VBur","solvent_c_max_%VBur","solvent_c_max-1_%VBur"
"solvent_1","O=CN(C)C","C3H7NO",12,0,1,"met",3.8297,73.0944,611.708,443.7717,-0.24217,0.03219,0.10499,0.13718,0.13718,-248.5122455,0.103039,0.109123,0.110067,0.073941,-248.409207,-248.403123,-248.402178,-248.438305,2.3631,751.891,442.5973,"214.49","0.0008","0.000","172.37","0.2319","0.000","158.36","0.0295","0.000","147.38","0.0320","0.000","144.67","0.0146","0.000","135.92","0.0661","0.000","134.78","0.0005","0.000","131.61","0.0000","0.000","128.24","0.0010","0.000","127.98","0.0072","0.000","2","O",1,0,0,"-0.467955","-0.765884","-0.61669","1.99982","6.59714","0.01972","8.61669","-44.8937","556.4652","-0.293068","-0.27355","1.99984","6.25888","0.01484","8.27355","3","N",1,0,0,"-0.347144","-0.728141","-0.47734","1.99939","5.46726","0.01068","7.47734","152.0657","111.5214","-0.345365","-0.46415","1.99939","5.45334","0.01141","7.46415","1","C",1,0,0,"0.349649","1.004705","0.51620","1.99950","3.44684","0.03747","5.48380","40.9853","68.3881","0.160522","0.11328","1.99952","3.83876","0.04844","5.88672","10","H",1,0,"0.203750","0.062486","0.26112","0.00000","0.73636","0.00252","0.73888","28.0210","6.5332","0.178210","0.24000","0.00000","0.75891","0.00109","0.76000",0.35516900691596054,0.6164186700996976,0.467021945450735,0.3902278374898955
"solvent_2","O=S(C)C","C2H6OS",10,0,1,"met",3.927,78.1288,826.676,370.1472,-0.22241,0.04269,0.08986,0.13255,0.13255,-553.186935501,0.079851,0.085518,0.086463,0.051489,-553.107085,-553.101417,-553.100473,-553.135446,3.0025,581.735,370.9393,"207.21","0.0046","0.000","206.18","0.0463","0.000","181.25","0.0017","0.000","174.29","0.0020","0.000","171.04","0.0008","0.000","156.17","0.0541","0.000","150.19","0.0008","0.000","146.65","0.0380","0.000","145.00","0.1022","0.000","140.68","0.0800","0.000","2","O",1,0,0,"-0.624837","-0.662360","-0.95007","1.99992","6.93749","0.01266","8.95007","265.7516","257.7131","-0.293384","-0.65926","1.99993","6.62889","0.03045","8.65926","3","C",0,1,0,"-0.627284","-0.117097","-0.89685","1.99943","4.88658","0.01085","6.89685","148.5024","59.4435","-0.574550","-0.85586","1.99942","4.83852","0.01792","6.85586","1","S",0,1,0,"0.750251","0.848620","1.25225","9.99910","4.62497","0.12368","14.74775","234.7698","408.3219","0.313535","0.91151","9.99904","4.87910","0.21035","15.08849","8","H",1,0,"0.198622","0.026844","0.25814","0.00000","0.74088","0.00098","0.74186","30.0081","6.9072","0.200711","0.26054","0.00000","0.73858","0.00088","0.73946",0.37947965629771563,0.43384928594952243,0.5429178767102781,0.33391215831861315
"solvent_3","CC1=CC=CC=C1","C7H8",15,0,1,"met",0.3196,92.1402,977.123,719.3373,-0.23535,0.00535,0.115,0.12035,0.12035,-271.566637873,0.128288,0.134516,0.13546,0.097357,-271.438349,-271.432122,-271.431177,-271.469281,0.3732,1020.231,720.0381,"228.13","0.0011","0.000","201.24","0.0219","0.000","173.20","0.4352","0.000","172.66","0.6888","0.000","158.60","0.0000","0.000","157.56","0.0026","0.000","156.32","0.0007","0.000","155.93","0.0042","0.000","155.14","0.0031","0.000","152.12","0.0022","0.000","7","C",0,1,0,"-0.528841","0.090245","-0.68741","1.99939","4.68078","0.00724","6.68741","167.4734","34.4901","-0.529133","-0.69424","1.99940","4.68707","0.00776","6.69424","2","C",0,1,0,"-0.178860","-0.057332","-0.23220","1.99902","4.22063","0.01255","6.23220","67.6767","150.7323","-0.182652","-0.23386","1.99907","4.21716","0.01763","6.23386","14","H",0,0,1,"0.155988","-0.020224","0.23807","0.00000","0.76105","0.00088","0.76193","30.1094","7.1865","0.157344","0.23884","0.00000","0.75955","0.00161","0.76116","13","H",1,0,"0.155984","-0.020216","0.23806","0.00000","0.76106","0.00088","0.76194","30.1099","7.1860","0.157341","0.23884","0.00000","0.75956","0.00161","0.76116",0.4252267896170773,0.5402532858297656,0.3517259962276579,0.35181581389778743
"solvent_4","FC(C1=CC=CC=C1)(F)F","C7H5F3",15,0,1,"met",2.5917,146.1117,1047.468,1376.6539,-0.26605,-0.02661,0.14633000000000002,0.11972000000000001,0.11972000000000001,-569.286540361,0.105704,0.113569,0.114513,0.071583,-569.180837,-569.172971,-569.172027,-569.214957,2.7014,1091.727,1377.4975,"227.69","0.0033","0.000","200.45","0.0200","0.000","171.76","0.4628","0.000","171.51","0.6541","0.000","161.49","0.0000","0.000","160.87","0.0052","0.000","156.00","0.0010","0.000","154.68","0.0032","0.000","146.92","0.0000","0.000","145.74","0.0001","0.000","10","F",0,0,1,"-0.261898","-0.574686","-0.36243","1.99993","7.35642","0.00608","9.36243","248.6205","127.3533","-0.262281","-0.36449","1.99993","7.35828","0.00628","9.36449","9","F",0,0,1,"-0.270897","-0.539921","-0.36448","1.99993","7.35839","0.00616","9.36448","273.8485","122.0228","-0.272059","-0.36553","1.99993","7.35941","0.00619","9.36553","7","C",1,0,0,"0.781229","1.705462","1.12703","1.99904","2.80394","0.06999","4.87297","62.8563","12.7022","0.774206","1.10443","1.99908","2.82593","0.07056","4.89557","11","H",1,0,"0.154695","0.050850","0.25098","0.00000","0.74762","0.00141","0.74902","24.6910","8.0821","0.160772","0.24509","0.00000","0.75345","0.00147","0.75491",0.4078919792820574,0.4239693422352624,0.5677075536660579,0.41600550881710124
"solvent_5","C1CCOC1","C4H8O",13,0,1,"met",1.7892,72.1066,658.915,373.6312,-0.23738,0.08753,0.074925,0.16245500000000002,0.16245500000000002,-232.449449426,0.117359,0.122315,0.123259,0.088698,-232.33209,-232.327135,-232.32619,-232.360752,2.3579,927.361,380.8554,"159.41","0.0179","0.000","144.80","0.0029","0.000","141.90","0.0037","0.000","133.60","0.0009","0.000","129.57","0.0024","0.000","128.42","0.0049","0.000","126.78","0.0408","0.000","123.90","0.1566","0.000","121.56","0.0032","0.000","121.14","0.0108","0.000","4","O",1,0,0,"-0.493113","-0.666907","-0.58697","1.99982","6.57538","0.01177","8.58697","286.7415","130.8564","-0.186948","-0.12203","1.99985","6.11343","0.00875","8.12203","1","C",0,1,0,"-0.305775","0.057530","-0.49429","1.99934","4.48429","0.01066","6.49429","160.9888","18.2054","-0.192053","-0.49932","1.99936","4.48577","0.01419","6.49932","3","C",1,0,0,"-0.002896","0.506838","-0.10604","1.99931","4.08904","0.01768","6.10604","122.7826","69.7439","-0.044134","-0.16662","1.99922","4.14497","0.02243","6.16662","5","C",0,1,"-0.002797","0.506653","-0.10609","1.99931","4.08911","0.01767","6.10609","122.7995","69.8309","-0.044254","-0.16679","1.99922","4.14509","0.02247","6.16679",0.4992964282506511,0.5317804856142031,0.5008532678662315,0.5007035717493488
